customerID,City,Lat,Long,country,iso2,State
3714-NTNFO,Brahmapur,19.311514,84.792903,India,IN,Odisha
5948-UJZLF,Budaun,28.038114,79.126677,India,IN,Uttar Pradesh
7760-OYPDY,Bulandshahr,28.403922,77.857731,India,IN,Uttar Pradesh
7639-LIAYI,Calicut,11.248016,75.780402,India,IN,Kerala
2954-PIBKO,Chanda,19.950758,79.295229,India,IN,Maharashtra
8012-SOUDQ,Chandigarh,30.736292,76.788398,India,IN,Chandigarh
9420-LOJKX,Chennai,13.084622,80.248357,India,IN,Tamil Nadu
6575-SUVOI,Chikka Mandya,12.545602,76.895078,India,IN,Karnataka
7495-OOKFY,Chirala,15.823849,80.352187,India,IN,Andhra Pradesh
4667-QONEA,Coimbatore,11.005547,76.966122,India,IN,Tamil Nadu
1658-BYGOY,Cuddalore,11.746289,79.764362,India,IN,Tamil Nadu
8769-KKTPH,Cuttack,20.522922,85.78813,India,IN,Odisha
5067-XJQFU,Daman,20.414315,72.83236,India,IN,Daman and Diu
3957-SQXML,Davangere,14.469237,75.92375,India,IN,Karnataka
5954-BDFSG,DehraDun,30.324427,78.033922,India,IN,Uttarakhand
0434-CSFON,Delhi,28.651952,77.231495,India,IN,Delhi
1215-FIGMP,Dhanbad,23.801988,86.443244,India,IN,Jharkhand
0526-SXDJP,Dibrugarh,27.479888,94.90837,India,IN,Assam
0557-ASKVU,Dindigul,10.362853,77.975827,India,IN,Tamil Nadu
5698-BQJOH,Dispur,26.135638,91.800688,India,IN,Assam
5122-CYFXA,Diu,20.715115,70.987952,India,IN,Daman and Diu
8627-ZYGSZ,Faridabad,28.411236,77.313162,India,IN,Haryana
3410-YOQBQ,Firozabad,27.150917,78.397808,India,IN,Uttar Pradesh
3170-NMYVV,Fyzabad,26.775486,82.150182,India,IN,Uttar Pradesh
7410-OIEDU,Gangtok,27.325739,88.612155,India,IN,Sikkim
2273-QCKXA,Gaya,24.796858,85.003852,India,IN,Bihar
0731-EBJQB,Ghandinagar,23.216667,72.683333,India,IN,Gujarat
1891-QRQSA,Ghaziabad,28.665353,77.439148,India,IN,Uttar Pradesh
8028-PNXHQ,Gopalpur,26.735389,83.38064,India,IN,Uttar Pradesh
5630-AHZIL,Gulbarga,17.335827,76.83757,India,IN,Karnataka
2673-CXQEU,Guntur,16.299737,80.457293,India,IN,Andhra Pradesh
6416-JNVRK,Gurugram,28.460105,77.026352,India,IN,Haryana
5590-ZSKRV,Guwahati,26.176076,91.762932,India,IN,Assam
0191-ZHSKZ,Gwalior,26.229825,78.173369,India,IN,Madhya Pradesh
3887-PBQAO,Haldia,22.025278,88.058333,India,IN,West Bengal
5919-TMRGD,Haora,22.576882,88.318566,India,IN,West Bengal
8108-UXRQN,Hapur,28.729845,77.780681,India,IN,Uttar Pradesh
9191-MYQKX,Haripur,31.463218,75.986418,India,IN,Punjab
9919-YLNNG,Hata,27.592698,78.013843,India,IN,Uttar Pradesh
0318-ZOPWS,Hindupur,13.828065,77.491425,India,IN,Andhra Pradesh
4445-ZJNMU,Hisar,29.153938,75.722944,India,IN,Haryana
4808-YNLEU,Hospet,15.269537,76.387103,India,IN,Karnataka
1862-QRWPE,Hubli,15.349955,75.138619,India,IN,Karnataka
2796-NNUFI,Hyderabad,17.384052,78.456355,India,IN,Telangana
3016-KSVCP,Imphal,24.808053,93.944203,India,IN,Manipur
4767-HZZHQ,Indore,22.717736,75.85859,India,IN,Madhya Pradesh
2424-WVHPL,Itanagar,27.102349,93.692047,India,IN,Arunachal Pradesh
7233-PAHHL,Jabalpur,23.174495,79.935903,India,IN,Madhya Pradesh
6067-NGCEU,Jaipur,26.913312,75.787872,India,IN,Rajasthan
9848-JQJTX,Jammu,32.735686,74.869112,India,IN,Jammu and Kashmir
8637-XJIVR,Jamshedpur,22.802776,86.185448,India,IN,Jharkhand
9803-FTJCG,Jhansi,25.458872,78.579943,India,IN,Uttar Pradesh
0278-YXOOG,Jodhpur,26.26841,73.005943,India,IN,Rajasthan
3212-KXOCR,Jorhat,26.757509,94.203055,India,IN,Assam
4598-XLKNJ,Kagaznagar,19.331589,79.466051,India,IN,Andhra Pradesh
6380-ARCEH,Kakinada,16.960361,82.238086,India,IN,Andhra Pradesh
3679-XASPY,Kalyan,19.243703,73.135537,India,IN,Maharashtra
7123-WQUHX,Karimnagar,18.436738,79.13222,India,IN,Telangana
5386-THSLQ,Karnal,29.691971,76.984483,India,IN,Haryana
3192-NQECA,Karur,10.960277,78.076753,India,IN,Tamil Nadu
6180-YBIQI,Kavaratti,10.566667,72.616667,India,IN,Lakshadweep
6728-DKUCO,Khammam,17.247672,80.143682,India,IN,Telangana
9750-BOOHV,Khanapur,21.273716,76.117376,India,IN,Maharashtra
8597-CWYHH,Kochi,9.947743,76.253802,India,IN,Kerala
2848-YXSMW,Kohima,25.674673,94.110988,India,IN,Nagaland
0486-HECZI,Kolar,13.137679,78.129989,India,IN,Karnataka
4549-ZDQYY,Kolhapur,16.695633,74.231669,India,IN,Maharashtra
5712-AHQNN,Kolkata,22.562627,88.363044,India,IN,West Bengal
4846-WHAFZ,Kollam,8.881131,76.584694,India,IN,Kerala
5256-SKJGO,Kota,25.182544,75.839065,India,IN,Rajasthan
3071-VBYPO,Krishnanagar,23.405761,88.490733,India,IN,West Bengal
9560-BBZXK,Krishnapuram,12.869617,79.719469,India,IN,Tamil Nadu
5299-RULOA,Kumbakonam,10.959789,79.377472,India,IN,Tamil Nadu
8402-OOOHJ,Kurnool,15.828865,78.036021,India,IN,Andhra Pradesh
9445-ZUEQE,Latur,18.399487,76.584252,India,IN,Maharashtra
1091-SOZGA,Lucknow,26.839281,80.923133,India,IN,Uttar Pradesh
2928-HLDBA,Ludhiana,30.912042,75.853789,India,IN,Punjab
0404-SWRVG,Machilipatnam,16.187466,81.13888,India,IN,Andhra Pradesh
6497-TILVL,Madurai,9.917347,78.119622,India,IN,Tamil Nadu
7219-TLZHO,Mahabubnagar,16.75,78,India,IN,Telangana
4622-YNKIJ,Malegaon Camp,20.569974,74.515415,India,IN,Maharashtra
4412-YLTKF,Mangalore,12.865371,74.842432,India,IN,Karnataka
6734-PSBAW,Mathura,27.503501,77.672145,India,IN,Uttar Pradesh
3930-ZGWVE,Meerut,28.980018,77.706356,India,IN,Uttar Pradesh
2639-UGMAZ,Mirzapur,25.144902,82.565335,India,IN,Uttar Pradesh
2876-GZYZC,Moradabad,28.838931,78.776838,India,IN,Uttar Pradesh
6207-WIOLX,Mumbai,18.987807,72.836447,India,IN,Maharashtra
8587-XYZSF,Muzaffarnagar,29.470914,77.703324,India,IN,Uttar Pradesh
3091-FYHKI,Muzaffarpur,26.122593,85.390553,India,IN,Bihar
2372-HWUHI,Mysore,12.292664,76.638543,India,IN,Karnataka
7799-LGRDP,Nagercoil,8.177313,77.43437,India,IN,Tamil Nadu
7850-VWJUU,Nalgonda,17.05,79.27,India,IN,Telangana
3774-VBNXY,Nanded,19.160227,77.314971,India,IN,Maharashtra
6217-KDYWC,Nandyal,15.477994,78.483605,India,IN,Andhra Pradesh
0390-DCFDQ,Nasik,19.999963,73.776887,India,IN,Maharashtra
3146-MSEGF,Navsari,20.85,72.916667,India,IN,Gujarat
4080-OGPJL,Nellore,14.449918,79.986967,India,IN,Andhra Pradesh
1095-WGNGG,New Delhi,28.6,77.2,India,IN,Delhi
2636-SJDOU,Nizamabad,18.673151,78.10008,India,IN,Telangana
1131-QQZEB,Ongole,15.503565,80.044541,India,IN,Andhra Pradesh
5716-EZXZN,Pali,25.775125,73.320611,India,IN,Rajasthan
6837-BJYDQ,Panaji,15.498289,73.824541,India,IN,Goa
2135-RXIHG,Panchkula,30.691512,76.853736,India,IN,Haryana
6440-DKQGE,Panipat,29.387471,76.968246,India,IN,Haryana
3466-BYAVD,Parbhani,19.268553,76.770807,India,IN,Maharashtra
3780-YVMFA,Pathankot,32.274842,75.652865,India,IN,Punjab
3874-EQOEP,Patiala,30.336245,76.392199,India,IN,Punjab
1679-JRFBR,Patna,25.615379,85.101027,India,IN,Bihar
9073-ZZIAY,Pilibhit,28.631245,79.804362,India,IN,Uttar Pradesh
3077-RSNTJ,Porbandar,21.641346,69.600868,India,IN,Gujarat
6551-GNYDG,Port Blair,11.666667,92.75,India,IN,Andaman and Nicobar Islands
9167-APMXZ,Proddatur,14.7502,78.548129,India,IN,Andhra Pradesh
2749-CTKAJ,Puducherry,11.933812,79.829792,India,IN,Puducherry
6371-NZYEG,Pune,18.513271,73.849852,India,IN,Maharashtra
7554-NEWDD,Puri,19.798254,85.824938,India,IN,Odisha
8992-VONJD,Purnea,25.776703,87.473655,India,IN,Bihar
0867-MKZVY,Raichur,16.205459,77.35567,India,IN,Karnataka
4482-EWFMI,Raipur,21.233333,81.633333,India,IN,Chhattisgarh
4648-YPBTM,Rajahmundry,17.005171,81.777839,India,IN,Andhra Pradesh
2907-ILJBN,Rajapalaiyam,9.451111,77.556121,India,IN,Tamil Nadu
6345-FZOQH,Rajkot,22.291606,70.793217,India,IN,Gujarat
3376-BMGFE,Ramagundam,18.45,79.28,India,IN,Telangana
5997-OPVFA,Rampura,26.884682,75.789336,India,IN,Rajasthan
3445-HXXGF,Ranchi,23.347768,85.338564,India,IN,Jharkhand
1159-WFSGR,Ratlam,23.330331,75.040315,India,IN,Madhya Pradesh
7654-YWJUF,Raurkela,22.224964,84.864143,India,IN,Odisha
1875-QIVME,Rohtak,28.894473,76.589166,India,IN,Haryana
6727-IOTLZ,Saharanpur,29.967896,77.545221,India,IN,Uttar Pradesh
0691-JVSYA,Saidapur,27.598784,80.75089,India,IN,Uttar Pradesh
5918-VUKWP,Saidpur,34.318174,74.457093,India,IN,Jammu and Kashmir
1744-JHKYS,Salem,11.651165,78.158672,India,IN,Tamil Nadu
2656-FMOKZ,Samlaipadar,21.478072,83.990505,India,IN,Odisha
2070-FNEXE,Sangli,16.856777,74.569196,India,IN,Maharashtra
5947-SGKCL,Saugor,23.838766,78.738738,India,IN,Madhya Pradesh
3712-PKXZA,Shahbazpur,27.874116,79.879327,India,IN,Uttar Pradesh
6317-YPKDH,Shiliguri,26.710035,88.428512,India,IN,West Bengal
6582-OIVSP,Shillong,25.573987,91.896807,India,IN,Meghalaya
9367-WXLCH,Shimla,31.104423,77.166623,India,IN,Himachal Pradesh
5524-KHNJP,Shimoga,13.932424,75.572555,India,IN,Karnataka
1918-ZBFQJ,Sikar,27.614778,75.138671,India,IN,Rajasthan
1024-GUALD,Silchar,24.827327,92.797868,India,IN,Assam
4827-USJHP,Silvassa,20.273855,72.996728,India,IN,Dadra and Nagar Haveli
8167-GJLRN,Sirsa,29.534893,75.028981,India,IN,Haryana
0956-SYCWG,Sonipat,28.994778,77.019375,India,IN,Haryana
8017-UVSZU,Srinagar,34.085652,74.805553,India,IN,Jammu and Kashmir
7100-FQPRV,Surat,21.195944,72.830232,India,IN,Gujarat
2472-OVKUP,Tezpur,26.633333,92.8,India,IN,Assam
2984-RGEYA,Thanjavur,10.785233,79.139093,India,IN,Tamil Nadu
9680-NIAUV,Tharati Etawah,26.758236,79.014875,India,IN,Uttar Pradesh
2146-EGVDT,Thiruvananthapuram,8.485498,76.949238,India,IN,Kerala
2604-IJPDU,Tiruchchirappalli,10.815499,78.696513,India,IN,Tamil Nadu
9178-JHUVJ,Tirunelveli,8.725181,77.684519,India,IN,Tamil Nadu
6168-YBYNP,Tirupati,13.635505,79.419888,India,IN,Andhra Pradesh
7255-SSFBC,Tiruvannamalai,12.230204,79.072954,India,IN,Tamil Nadu
3645-DEYGF,Tonk,26.168672,75.786111,India,IN,Rajasthan
9323-HGFWY,Tuticorin,8.805038,78.151884,India,IN,Tamil Nadu
8544-GOQSH,Udaipur,24.57951,73.690508,India,IN,Rajasthan
3363-DTIVD,Ujjain,23.182387,75.776433,India,IN,Madhya Pradesh
7018-WBJNK,Vadodara,22.299405,73.208119,India,IN,Gujarat
9142-KZXOP,Valparai,10.325163,76.955299,India,IN,Tamil Nadu
7674-YTAFD,Varanasi,25.31774,83.005811,India,IN,Uttar Pradesh
6348-SNFUS,Vellore,12.905769,79.137104,India,IN,Tamil Nadu
1285-OKIPP,Vishakhapatnam,17.704052,83.297663,India,IN,Andhra Pradesh
7825-ECJRF,Vizianagaram,18.11329,83.397743,India,IN,Andhra Pradesh
1347-KTTTA,Warangal,17.978423,79.600209,India,IN,Telangana
7841-TZDMQ,Jorapokhar,23.7,86.41267,India,IN,Jharkhand
4195-NZGTA,Brajrajnagar,21.82,83.92,India,IN,Odisha
7157-SMCFK,Talcher,20.95,85.23,India,IN,Odisha
4709-LKHYG,Abohar,30.144533,74.19552,India,IN,Punjab
2504-DSHIH,Adilabad,19.4,78.31,India,IN,Telangana
0699-NDKJM,Agartala,23.836049,91.279386,India,IN,Tripura
9286-BHDQG,Agra,27.187935,78.003944,India,IN,Uttar Pradesh
0230-WEQUW,Ahmadnagar,19.094571,74.738432,India,IN,Maharashtra
2040-LDIWQ,Ahmedabad,23.025793,72.587265,India,IN,Gujarat
6496-JDSSB,Aizawl,23.736701,92.714596,India,IN,Mizoram
9408-SSNVZ,Ajmer,26.452103,74.638667,India,IN,Rajasthan
4443-EMBNA,Akola,20.709569,76.998103,India,IN,Maharashtra
6469-MRVET,Alappuzha,9.494647,76.331108,India,IN,Kerala
0742-MOABM,Aligarh,27.881453,78.07464,India,IN,Uttar Pradesh
5961-VUSRV,Alipurduar,26.4835,89.522855,India,IN,West Bengal
6778-JFCMK,Allahabad,25.44478,81.843217,India,IN,Uttar Pradesh
6341-JVQGF,Alwar,27.566291,76.610202,India,IN,Rajasthan
2232-DMLXU,Ambala,30.360993,76.797819,India,IN,Haryana
4811-JBUVU,Amaravati,20.933272,77.75152,India,IN,Maharashtra
0945-TSONX,Amritsar,31.622337,74.875335,India,IN,Punjab
2651-ZCBXV,Asansol,23.683333,86.983333,India,IN,West Bengal
3316-UWXUY,Aurangabad,19.880943,75.346739,India,IN,Maharashtra
8937-RDTHP,Aurangabad,24.752037,84.374202,India,IN,Bihar
7083-MIOPC,Bakshpur,25.894283,80.792104,India,IN,Uttar Pradesh
1984-GPTEH,Bamanpuri,28.804495,79.040305,India,IN,Uttar Pradesh
1251-KRREG,Baramula,34.209004,74.342853,India,IN,Jammu and Kashmir
0621-JFHOL,Barddhaman,23.255716,87.856906,India,IN,West Bengal
9903-LYSAB,Bareilly,28.347023,79.421934,India,IN,Uttar Pradesh
0094-OIFMO,Belgaum,15.862643,74.508534,India,IN,Karnataka
9227-UAQFT,Bellary,15.142049,76.92398,India,IN,Karnataka
7301-ABVAD,Bengaluru,12.977063,77.587106,India,IN,Karnataka
6614-FHDBO,Bhagalpur,25.244462,86.971832,India,IN,Bihar
7576-ASEJU,Bharatpur,27.215251,77.492786,India,IN,Rajasthan
9058-HRZSV,Bharauri,27.598203,81.694709,India,IN,Uttar Pradesh
4522-AKYLR,Bhatpara,22.866431,88.401129,India,IN,West Bengal
0221-WMXNQ,Bhavnagar,21.774455,72.152496,India,IN,Gujarat
0303-UNCIP,Bhilai,21.209188,81.428497,India,IN,Chhattisgarh
9947-OTFQU,Bhilwara,25.347071,74.640812,India,IN,Rajasthan
0322-YINQP,Bhiwandi,19.300229,73.058813,India,IN,Maharashtra
0959-WHOKV,Bhiwani,28.793044,76.13968,India,IN,Haryana
4075-JFPGR,Bhopal,23.254688,77.402892,India,IN,Madhya Pradesh
4629-NRXKX,Bhubaneshwar,20.272411,85.833853,India,IN,Odisha
9514-JDSKI,Bhuj,23.253972,69.669281,India,IN,Gujarat
3282-ZISZV,Bhusaval,21.043649,75.785058,India,IN,Maharashtra
3675-YDUPJ,Bidar,17.913309,77.530105,India,IN,Karnataka
4111-BNXIF,Bijapur,16.827715,75.718988,India,IN,Karnataka
7017-VFHAY,Bikaner,28.017623,73.314955,India,IN,Rajasthan
6655-LHBYW,Bilaspur,22.080046,82.155431,India,IN,Chhattisgarh
4959-JOSRX,Brahmapur,19.311514,84.792903,India,IN,Odisha
5046-NUHWD,Budaun,28.038114,79.126677,India,IN,Uttar Pradesh
7273-TEFQD,Bulandshahr,28.403922,77.857731,India,IN,Uttar Pradesh
3606-TWKGI,Calicut,11.248016,75.780402,India,IN,Kerala
7529-ZDFXI,Chanda,19.950758,79.295229,India,IN,Maharashtra
7605-BDWDC,Chandigarh,30.736292,76.788398,India,IN,Chandigarh
1950-KSVVJ,Chennai,13.084622,80.248357,India,IN,Tamil Nadu
0123-CRBRT,Chikka Mandya,12.545602,76.895078,India,IN,Karnataka
6292-TOSSS,Chirala,15.823849,80.352187,India,IN,Andhra Pradesh
3197-ARFOY,Coimbatore,11.005547,76.966122,India,IN,Tamil Nadu
6323-AYBRX,Cuddalore,11.746289,79.764362,India,IN,Tamil Nadu
7014-ZZXAW,Cuttack,20.522922,85.78813,India,IN,Odisha
4385-GZQXV,Daman,20.414315,72.83236,India,IN,Daman and Diu
7633-MVPUY,Davangere,14.469237,75.92375,India,IN,Karnataka
6366-ZGQGL,DehraDun,30.324427,78.033922,India,IN,Uttarakhand
4716-HHKQH,Delhi,28.651952,77.231495,India,IN,Delhi
5940-AHUHD,Dhanbad,23.801988,86.443244,India,IN,Jharkhand
6432-TWQLB,Dibrugarh,27.479888,94.90837,India,IN,Assam
4484-GLZOU,Dindigul,10.362853,77.975827,India,IN,Tamil Nadu
3179-GBRWV,Dispur,26.135638,91.800688,India,IN,Assam
8645-KWHJO,Diu,20.715115,70.987952,India,IN,Daman and Diu
4130-MZLCC,Faridabad,28.411236,77.313162,India,IN,Haryana
0314-TKOSI,Firozabad,27.150917,78.397808,India,IN,Uttar Pradesh
8229-MYEJZ,Fyzabad,26.775486,82.150182,India,IN,Uttar Pradesh
2080-SRCDE,Gangtok,27.325739,88.612155,India,IN,Sikkim
9577-WJVCQ,Gaya,24.796858,85.003852,India,IN,Bihar
9512-UIBFX,Ghandinagar,23.216667,72.683333,India,IN,Gujarat
6202-DYYFX,Ghaziabad,28.665353,77.439148,India,IN,Uttar Pradesh
3808-HFKDE,Gopalpur,26.735389,83.38064,India,IN,Uttar Pradesh
5583-SXDAG,Gulbarga,17.335827,76.83757,India,IN,Karnataka
3488-PGMQJ,Guntur,16.299737,80.457293,India,IN,Andhra Pradesh
3580-REOAC,Gurugram,28.460105,77.026352,India,IN,Haryana
7534-BFESC,Guwahati,26.176076,91.762932,India,IN,Assam
3727-OWVYD,Gwalior,26.229825,78.173369,India,IN,Madhya Pradesh
2294-SALNE,Haldia,22.025278,88.058333,India,IN,West Bengal
4847-TAJYI,Haora,22.576882,88.318566,India,IN,West Bengal
1563-IWQEX,Hapur,28.729845,77.780681,India,IN,Uttar Pradesh
8203-XJZRC,Haripur,31.463218,75.986418,India,IN,Punjab
6556-DBKZF,Hata,27.592698,78.013843,India,IN,Uttar Pradesh
6851-WEFYX,Hindupur,13.828065,77.491425,India,IN,Andhra Pradesh
2985-JUUBZ,Hisar,29.153938,75.722944,India,IN,Haryana
6390-DSAZX,Hospet,15.269537,76.387103,India,IN,Karnataka
0895-LMRSF,Hubli,15.349955,75.138619,India,IN,Karnataka
8098-LLAZX,Hyderabad,17.384052,78.456355,India,IN,Telangana
8266-VBFQL,Imphal,24.808053,93.944203,India,IN,Manipur
8181-YHCMF,Indore,22.717736,75.85859,India,IN,Madhya Pradesh
2240-HSJQD,Itanagar,27.102349,93.692047,India,IN,Arunachal Pradesh
1248-DYXUB,Jabalpur,23.174495,79.935903,India,IN,Madhya Pradesh
0265-EDXBD,Jaipur,26.913312,75.787872,India,IN,Rajasthan
4115-BNPJY,Jammu,32.735686,74.869112,India,IN,Jammu and Kashmir
3167-SNQPL,Jamshedpur,22.802776,86.185448,India,IN,Jharkhand
4091-TVOCN,Jhansi,25.458872,78.579943,India,IN,Uttar Pradesh
1098-TDVUQ,Jodhpur,26.26841,73.005943,India,IN,Rajasthan
7277-OZCGZ,Jorhat,26.757509,94.203055,India,IN,Assam
1557-EMYVT,Kagaznagar,19.331589,79.466051,India,IN,Andhra Pradesh
2799-ARNLO,Kakinada,16.960361,82.238086,India,IN,Andhra Pradesh
7563-BIUPC,Kalyan,19.243703,73.135537,India,IN,Maharashtra
5027-YOCXN,Karimnagar,18.436738,79.13222,India,IN,Telangana
3973-SKMLN,Karnal,29.691971,76.984483,India,IN,Haryana
2321-OMBXY,Karur,10.960277,78.076753,India,IN,Tamil Nadu
2840-XANRC,Kavaratti,10.566667,72.616667,India,IN,Lakshadweep
6745-JEFZB,Khammam,17.247672,80.143682,India,IN,Telangana
5020-ZSTTY,Khanapur,21.273716,76.117376,India,IN,Maharashtra
9880-TDQAC,Kochi,9.947743,76.253802,India,IN,Kerala
8705-WZCYL,Kohima,25.674673,94.110988,India,IN,Nagaland
7102-JJVTX,Kolar,13.137679,78.129989,India,IN,Karnataka
8626-PTQGE,Kolhapur,16.695633,74.231669,India,IN,Maharashtra
4983-CLMLV,Kolkata,22.562627,88.363044,India,IN,West Bengal
5701-YVSVF,Kollam,8.881131,76.584694,India,IN,Kerala
5804-LEPIM,Kota,25.182544,75.839065,India,IN,Rajasthan
5697-GOMBF,Krishnanagar,23.405761,88.490733,India,IN,West Bengal
2739-CACDQ,Krishnapuram,12.869617,79.719469,India,IN,Tamil Nadu
9385-EHGDO,Kumbakonam,10.959789,79.377472,India,IN,Tamil Nadu
9498-FIMXL,Kurnool,15.828865,78.036021,India,IN,Andhra Pradesh
2379-GYFLQ,Latur,18.399487,76.584252,India,IN,Maharashtra
0122-OAHPZ,Lucknow,26.839281,80.923133,India,IN,Uttar Pradesh
2868-SNELZ,Ludhiana,30.912042,75.853789,India,IN,Punjab
4322-RCYMT,Machilipatnam,16.187466,81.13888,India,IN,Andhra Pradesh
6680-NENYN,Madurai,9.917347,78.119622,India,IN,Tamil Nadu
2088-IEBAU,Mahabubnagar,16.75,78,India,IN,Telangana
7982-VCELR,Malegaon Camp,20.569974,74.515415,India,IN,Maharashtra
1343-EHPYB,Mangalore,12.865371,74.842432,India,IN,Karnataka
6035-BXTTY,Mathura,27.503501,77.672145,India,IN,Uttar Pradesh
6885-PKOAM,Meerut,28.980018,77.706356,India,IN,Uttar Pradesh
7520-HQWJU,Mirzapur,25.144902,82.565335,India,IN,Uttar Pradesh
9639-BUJXT,Moradabad,28.838931,78.776838,India,IN,Uttar Pradesh
5924-SNGKP,Mumbai,18.987807,72.836447,India,IN,Maharashtra
0021-IKXGC,Muzaffarnagar,29.470914,77.703324,India,IN,Uttar Pradesh
2034-GDRCN,Muzaffarpur,26.122593,85.390553,India,IN,Bihar
8966-SNIZF,Mysore,12.292664,76.638543,India,IN,Karnataka
6243-OZGFH,Nagercoil,8.177313,77.43437,India,IN,Tamil Nadu
4654-DLAMQ,Nalgonda,17.05,79.27,India,IN,Telangana
0513-RBGPE,Nanded,19.160227,77.314971,India,IN,Maharashtra
5160-UXJED,Nandyal,15.477994,78.483605,India,IN,Andhra Pradesh
4115-NZRKS,Nasik,19.999963,73.776887,India,IN,Maharashtra
0219-YTZUE,Navsari,20.85,72.916667,India,IN,Gujarat
0623-IIHUG,Nellore,14.449918,79.986967,India,IN,Andhra Pradesh
4572-DVCGN,New Delhi,28.6,77.2,India,IN,Delhi
3351-NGXYI,Nizamabad,18.673151,78.10008,India,IN,Telangana
8984-EYLLL,Ongole,15.503565,80.044541,India,IN,Andhra Pradesh
9057-MSWCO,Pali,25.775125,73.320611,India,IN,Rajasthan
9833-TGFHX,Panaji,15.498289,73.824541,India,IN,Goa
9294-TDIPC,Panchkula,30.691512,76.853736,India,IN,Haryana
5229-DTFYB,Panipat,29.387471,76.968246,India,IN,Haryana
0104-PPXDV,Parbhani,19.268553,76.770807,India,IN,Maharashtra
5176-LMJXE,Pathankot,32.274842,75.652865,India,IN,Punjab
3583-KRKMD,Patiala,30.336245,76.392199,India,IN,Punjab
1010-DIAUQ,Patna,25.615379,85.101027,India,IN,Bihar
9069-LGEUL,Pilibhit,28.631245,79.804362,India,IN,Uttar Pradesh
7302-ZHMHP,Porbandar,21.641346,69.600868,India,IN,Gujarat
9571-EDEBV,Port Blair,11.666667,92.75,India,IN,Andaman and Nicobar Islands
3520-FJGCV,Proddatur,14.7502,78.548129,India,IN,Andhra Pradesh
6563-VRERX,Puducherry,11.933812,79.829792,India,IN,Puducherry
0259-GBZSH,Pune,18.513271,73.849852,India,IN,Maharashtra
